Invoice_ID,Customer_Type,Gender,store_id,store_location,Product_Line,Unit_Price,Quantity,Cost_of_Goods_Sold_without_tax,Tax 5%,Total_Cost,Gross_Profit,Payment_Mode,order_date,order_Month,order_Day,order_Time,order_Day_Time,Rating,Rating_Type
641-96-3695,Member,Female,C,Naypyitaw,Fashion accessories,43.5,6,260.8,13.04,273.8,13,Ewallet,2/7/2019,February,Thursday,5:55:00 PM,Evening,8.5,Very Good
420-97-3340,Normal,Female,A,Yangon,Food and beverages,71.7,3,215,10.75,225.79,11,Credit card,3/28/2019,March,Thursday,3:30:00 PM,Afternoon,9.2,Very Good
436-54-4512,Member,Female,A,Yangon,Food and beverages,91.6,1,91.6,4.58,96.19,5,Cash,3/20/2019,March,Wednesday,7:44:00 PM,Evening,9.8,Very Good
670-79-6321,Member,Female,B,Mandalay,Home and lifestyle,94.6,7,662.1,33.11,695.24,33,Credit card,1/17/2019,January,Thursday,3:27:00 PM,Afternoon,4.9,Average
852-62-7105,Normal,Female,B,Mandalay,Fashion accessories,83.2,10,832.5,41.62,874.12,42,Credit card,1/12/2019,January,Saturday,11:25:00 AM,Morning,4.4,Average
598-06-7312,Member,Male,B,Mandalay,Fashion accessories,91.4,1,91.4,4.57,95.92,5,Cash,2/16/2019,February,Saturday,3:42:00 PM,Afternoon,6.8,Good
135-13-8269,Member,Female,B,Mandalay,Food and beverages,78.9,2,157.8,7.89,165.65,8,Cash,1/26/2019,January,Saturday,4:04:00 PM,Evening,9.1,Very Good
816-57-2053,Normal,Male,A,Yangon,Sports and travel,60.9,2,121.7,6.09,127.83,6,Ewallet,3/9/2019,March,Saturday,12:37:00 PM,Afternoon,8.7,Very Good
628-90-8624,Member,Male,B,Mandalay,Health and beauty,82.6,10,825.8,41.29,867.09,41,Cash,3/14/2019,March,Thursday,2:41:00 PM,Afternoon,5,Average
856-66-2701,Member,Male,A,Yangon,Home and lifestyle,53.3,3,159.9,8,167.9,8,Ewallet,1/25/2019,January,Friday,2:19:00 PM,Afternoon,7.5,Good
308-39-1707,Normal,Female,A,Yangon,Fashion accessories,12.1,1,12.1,0.6,12.69,1,Credit card,1/26/2019,January,Saturday,6:19:00 PM,Evening,8.2,Very Good
149-61-1929,Normal,Male,A,Yangon,Sports and travel,64.2,10,641.9,32.1,674,32,Credit card,1/19/2019,January,Saturday,2:08:00 PM,Afternoon,6.7,Good
655-07-2265,Normal,Male,A,Yangon,Electronic accessories,78.3,3,234.9,11.75,246.68,12,Ewallet,3/5/2019,March,Tuesday,4:38:00 PM,Evening,5.4,Average
589-02-8023,Member,Male,A,Yangon,Food and beverages,83.8,2,167.5,8.38,175.92,8,Credit card,1/15/2019,January,Tuesday,10:54:00 AM,Morning,7,Good
420-04-7590,Normal,Male,B,Mandalay,Home and lifestyle,99.7,3,299.1,14.96,314.06,15,Ewallet,3/18/2019,March,Monday,11:29:00 AM,Morning,4.7,Average
182-88-2763,Member,Male,B,Mandalay,Food and beverages,79.9,3,239.7,11.99,251.72,12,Credit card,3/20/2019,March,Wednesday,7:28:00 PM,Evening,5,Average
188-55-0967,Member,Male,B,Mandalay,Health and beauty,66.5,10,664.7,33.24,697.94,33,Credit card,1/15/2019,January,Tuesday,3:01:00 PM,Afternoon,5,Average
610-46-4100,Normal,Male,A,Yangon,Health and beauty,29,7,202.6,10.13,212.78,10,Credit card,3/3/2019,March,Sunday,8:31:00 PM,Night,6,Good
318-81-2368,Normal,Female,C,Naypyitaw,Electronic accessories,46.2,1,46.2,2.31,48.51,2,Cash,3/19/2019,March,Tuesday,12:16:00 PM,Afternoon,6.3,Good
364-33-8584,Member,Female,B,Mandalay,Food and beverages,17.6,5,88.2,4.41,92.56,4,Cash,3/8/2019,March,Friday,3:27:00 PM,Afternoon,8.5,Very Good
665-63-9737,Normal,Male,B,Mandalay,Fashion accessories,52.4,3,157.3,7.86,165.12,8,Ewallet,2/27/2019,February,Wednesday,5:36:00 PM,Evening,7.5,Good
695-09-5146,Member,Female,B,Mandalay,Food and beverages,98.8,3,296.4,14.82,311.19,15,Ewallet,2/23/2019,February,Saturday,8:00:00 PM,Evening,6.4,Good
155-45-3814,Member,Female,C,Naypyitaw,Electronic accessories,88.6,8,708.4,35.42,743.82,35,Ewallet,3/19/2019,March,Tuesday,3:29:00 PM,Afternoon,4.7,Average
794-32-2436,Member,Male,B,Mandalay,Electronic accessories,55.7,2,111.3,5.57,116.91,6,Ewallet,3/27/2019,March,Wednesday,3:08:00 PM,Afternoon,6,Good
131-15-8856,Member,Female,C,Naypyitaw,Food and beverages,72.5,8,580.2,29.01,609.17,29,Credit card,3/30/2019,March,Saturday,7:26:00 PM,Evening,4,Average
273-84-2164,Member,Male,C,Naypyitaw,Electronic accessories,12,5,60.2,3.01,63.26,3,Ewallet,2/16/2019,February,Saturday,3:53:00 PM,Afternoon,5.5,Average
706-36-6154,Member,Male,A,Yangon,Home and lifestyle,19.4,9,174.2,8.71,182.95,9,Ewallet,1/18/2019,January,Friday,6:43:00 PM,Evening,8.7,Very Good
778-89-7974,Normal,Male,C,Naypyitaw,Health and beauty,70.2,6,421.3,21.06,442.32,21,Cash,3/30/2019,March,Saturday,2:58:00 PM,Afternoon,7.4,Good
574-31-8277,Member,Male,B,Mandalay,Fashion accessories,33.6,1,33.6,1.68,35.31,2,Cash,3/20/2019,March,Wednesday,7:55:00 PM,Evening,5.6,Average
859-71-0933,Member,Female,C,Naypyitaw,Sports and travel,15.5,2,31,1.55,32.53,2,Cash,1/16/2019,January,Wednesday,3:10:00 PM,Afternoon,6.3,Good
740-11-5257,Normal,Male,C,Naypyitaw,Electronic accessories,24.7,10,247.4,12.37,259.77,12,Cash,2/24/2019,February,Sunday,4:44:00 PM,Evening,7.1,Good
369-82-2676,Normal,Male,B,Mandalay,Electronic accessories,75.7,5,378.3,18.92,397.22,19,Ewallet,1/15/2019,January,Tuesday,6:22:00 PM,Evening,7.8,Good
563-47-4072,Normal,Female,B,Mandalay,Health and beauty,55.8,6,334.9,16.74,351.6,17,Cash,1/22/2019,January,Tuesday,11:52:00 AM,Morning,9.9,Very Good
742-04-5161,Member,Male,A,Yangon,Home and lifestyle,72.8,10,727.8,36.39,764.19,36,Cash,2/3/2019,February,Sunday,5:24:00 PM,Evening,7.3,Good
149-15-7606,Member,Male,B,Mandalay,Sports and travel,37.3,9,335.9,16.79,352.67,17,Ewallet,3/6/2019,March,Wednesday,3:31:00 PM,Afternoon,5.1,Average
133-77-3154,Member,Male,B,Mandalay,Fashion accessories,60.2,4,240.7,12.04,252.76,12,Credit card,2/16/2019,February,Saturday,6:04:00 PM,Evening,9.4,Very Good
169-52-4504,Normal,Female,A,Yangon,Electronic accessories,15.7,3,47.1,2.35,49.42,2,Credit card,3/14/2019,March,Thursday,2:13:00 PM,Afternoon,5.8,Average
250-81-7186,Normal,Female,C,Naypyitaw,Electronic accessories,99.7,1,99.7,4.98,104.67,5,Credit card,2/27/2019,February,Wednesday,10:23:00 AM,Morning,8,Very Good
562-12-5430,Member,Female,A,Yangon,Fashion accessories,88.2,3,264.4,13.22,277.67,13,Ewallet,1/18/2019,January,Friday,10:11:00 AM,Morning,7.9,Good
816-72-8853,Member,Female,A,Yangon,Sports and travel,27.9,5,139.6,6.98,146.63,7,Cash,1/29/2019,January,Tuesday,3:48:00 PM,Afternoon,5.9,Average
491-38-3499,Member,Male,A,Yangon,Fashion accessories,55.4,1,55.4,2.77,58.22,3,Credit card,2/26/2019,February,Tuesday,5:46:00 PM,Evening,4.9,Average
322-02-2271,Normal,Female,B,Mandalay,Sports and travel,43,3,128.9,6.45,135.36,6,Cash,2/3/2019,February,Sunday,11:46:00 AM,Morning,9.3,Very Good
842-29-4695,Member,Male,C,Naypyitaw,Sports and travel,17.1,7,120,6,125.98,6,Credit card,1/16/2019,January,Wednesday,12:07:00 PM,Afternoon,7.9,Good
725-67-2480,Member,Female,B,Mandalay,Fashion accessories,58.8,6,352.5,17.62,370.12,18,Credit card,3/24/2019,March,Sunday,6:14:00 PM,Evening,5.9,Average
641-51-2661,Member,Female,C,Naypyitaw,Food and beverages,87.1,10,871,43.55,914.55,44,Credit card,2/12/2019,February,Tuesday,2:45:00 PM,Afternoon,9.9,Very Good
714-02-3114,Normal,Female,C,Naypyitaw,Sports and travel,98.8,2,197.6,9.88,207.48,10,Cash,2/21/2019,February,Thursday,11:39:00 AM,Morning,7.7,Good
518-17-2983,Normal,Female,A,Yangon,Fashion accessories,48.6,4,194.5,9.73,204.25,10,Ewallet,2/4/2019,February,Monday,3:44:00 PM,Afternoon,7.6,Good
779-42-2410,Member,Male,B,Mandalay,Food and beverages,57.7,3,173.2,8.66,181.88,9,Ewallet,2/20/2019,February,Wednesday,1:06:00 PM,Afternoon,7.7,Good
190-14-3147,Normal,Female,B,Mandalay,Health and beauty,18,4,71.9,3.59,75.47,4,Ewallet,2/23/2019,February,Saturday,8:43:00 PM,Night,6.4,Good
408-66-6712,Member,Female,C,Naypyitaw,Health and beauty,47.7,6,286.3,14.31,300.57,14,Ewallet,2/16/2019,February,Saturday,2:19:00 PM,Afternoon,4.4,Average
679-22-6530,Normal,Female,B,Mandalay,Sports and travel,40.6,2,81.2,4.06,85.3,4,Credit card,1/17/2019,January,Thursday,10:01:00 AM,Morning,4.1,Average
588-47-8641,Member,Male,A,Yangon,Fashion accessories,56,10,560.4,28.02,588.42,28,Ewallet,1/14/2019,January,Monday,7:30:00 PM,Evening,4.4,Average
642-61-4706,Member,Male,B,Mandalay,Food and beverages,93.4,2,186.8,9.34,196.14,9,Cash,3/30/2019,March,Saturday,4:34:00 PM,Evening,5.5,Average
576-31-4774,Normal,Female,B,Mandalay,Health and beauty,73.4,3,220.2,11.01,231.24,11,Ewallet,3/2/2019,March,Saturday,1:10:00 PM,Afternoon,4,Average
556-41-6224,Normal,Male,C,Naypyitaw,Health and beauty,33.6,8,269.1,13.46,282.58,13,Credit card,2/15/2019,February,Friday,5:10:00 PM,Evening,9.3,Very Good
811-03-8790,Normal,Female,A,Yangon,Electronic accessories,45.5,10,454.8,22.74,477.54,23,Credit card,3/1/2019,March,Friday,10:22:00 AM,Morning,4.8,Average
242-11-3142,Member,Male,B,Mandalay,Fashion accessories,83.8,2,167.5,8.38,175.92,8,Cash,2/24/2019,February,Sunday,7:57:00 PM,Evening,4.6,Average
752-23-3760,Member,Female,B,Mandalay,Sports and travel,64.1,7,448.6,22.43,470.99,22,Credit card,2/19/2019,February,Tuesday,7:29:00 PM,Evening,7.3,Good
274-05-5470,Member,Female,A,Yangon,Food and beverages,73.5,4,293.9,14.69,308.57,15,Cash,2/23/2019,February,Saturday,6:30:00 PM,Evening,6,Good
648-94-3045,Normal,Male,C,Naypyitaw,Health and beauty,59,10,589.5,29.48,618.98,29,Ewallet,2/7/2019,February,Thursday,2:27:00 PM,Afternoon,8.1,Very Good
130-67-4723,Member,Male,A,Yangon,Food and beverages,48.5,6,291,14.55,305.55,15,Ewallet,1/11/2019,January,Friday,1:57:00 PM,Afternoon,9.4,Very Good
528-87-5606,Member,Female,B,Mandalay,Electronic accessories,39.5,1,39.5,1.97,41.45,2,Cash,2/12/2019,February,Tuesday,7:43:00 PM,Evening,6.5,Good
320-85-2052,Normal,Female,B,Mandalay,Sports and travel,34.8,1,34.8,1.74,36.55,2,Credit card,1/14/2019,January,Monday,10:11:00 AM,Morning,7,Good
370-96-0655,Normal,Female,C,Naypyitaw,Fashion accessories,49.3,6,295.9,14.8,310.72,15,Ewallet,1/9/2019,January,Wednesday,1:46:00 PM,Afternoon,7.1,Good
105-10-6182,Member,Male,A,Yangon,Fashion accessories,21.5,2,43,2.15,45.11,2,Ewallet,2/27/2019,February,Wednesday,12:22:00 PM,Afternoon,6.6,Good
510-79-0415,Member,Female,B,Mandalay,Sports and travel,23.1,6,138.5,6.92,145.4,7,Ewallet,1/24/2019,January,Thursday,7:20:00 PM,Evening,4.9,Average
241-96-5076,Member,Female,B,Mandalay,Home and lifestyle,49.1,2,98.2,4.91,103.11,5,Credit card,1/8/2019,January,Tuesday,12:58:00 PM,Afternoon,6.4,Good
767-97-4650,Member,Female,B,Mandalay,Sports and travel,64.8,2,129.7,6.48,136.14,6,Credit card,1/8/2019,January,Tuesday,11:59:00 AM,Morning,8,Very Good
648-83-1321,Member,Male,A,Yangon,Home and lifestyle,63.6,10,635.6,31.78,667.38,32,Cash,1/16/2019,January,Wednesday,5:59:00 PM,Evening,4.3,Average
173-57-2300,Member,Male,C,Naypyitaw,Sports and travel,72.9,2,145.8,7.29,153.05,7,Cash,3/13/2019,March,Wednesday,12:51:00 PM,Afternoon,6.1,Good
305-03-2383,Normal,Female,A,Yangon,Food and beverages,67.1,3,201.3,10.06,211.36,10,Cash,2/15/2019,February,Friday,10:36:00 AM,Morning,7.5,Good
394-55-6384,Member,Female,C,Naypyitaw,Sports and travel,70.2,9,631.7,31.59,663.3,32,Cash,1/25/2019,January,Friday,1:38:00 PM,Afternoon,6.7,Good
266-20-6657,Member,Male,C,Naypyitaw,Food and beverages,55,7,385.3,19.26,404.54,19,Ewallet,3/12/2019,March,Tuesday,7:39:00 PM,Evening,5.2,Average
689-05-1884,Member,Male,A,Yangon,Health and beauty,48.6,10,486.3,24.32,510.62,24,Cash,3/4/2019,March,Monday,12:44:00 PM,Afternoon,8.8,Very Good
196-01-2849,Member,Female,C,Naypyitaw,Fashion accessories,73.4,7,513.7,25.68,539.34,26,Cash,2/10/2019,February,Sunday,1:56:00 PM,Afternoon,9.5,Very Good
372-62-5264,Normal,Female,C,Naypyitaw,Food and beverages,52.6,9,473.4,23.67,497.07,24,Cash,1/16/2019,January,Wednesday,2:42:00 PM,Afternoon,7.6,Good
800-09-8606,Member,Female,A,Yangon,Home and lifestyle,87.4,5,436.8,21.84,458.69,22,Cash,1/29/2019,January,Tuesday,7:45:00 PM,Evening,6.6,Good
182-52-7000,Member,Female,A,Yangon,Sports and travel,27,4,108.2,5.41,113.57,5,Ewallet,1/1/2019,January,Tuesday,8:26:00 PM,Night,6.9,Good
826-58-8051,Normal,Male,B,Mandalay,Home and lifestyle,62.2,4,248.8,12.44,261.2,12,Ewallet,1/6/2019,January,Sunday,7:46:00 PM,Evening,4.3,Average
868-06-0466,Member,Male,A,Yangon,Electronic accessories,69.6,9,626.2,31.31,657.53,31,Credit card,2/19/2019,February,Tuesday,7:38:00 PM,Evening,7.8,Good
751-41-9720,Normal,Male,C,Naypyitaw,Home and lifestyle,97.5,10,975,48.75,1023.75,49,Ewallet,1/12/2019,January,Saturday,4:18:00 PM,Evening,8,Very Good
626-43-7888,Normal,Female,C,Naypyitaw,Fashion accessories,60.4,8,483.3,24.16,507.44,24,Ewallet,2/7/2019,February,Thursday,12:23:00 PM,Afternoon,9.6,Very Good
176-64-7711,Normal,Male,B,Mandalay,Food and beverages,32.3,3,97,4.85,101.81,5,Credit card,3/27/2019,March,Wednesday,7:11:00 PM,Evening,4.3,Average
191-29-0321,Member,Female,B,Mandalay,Fashion accessories,19.8,10,197.7,9.88,207.58,10,Credit card,2/27/2019,February,Wednesday,6:57:00 PM,Evening,5,Average
729-06-2010,Member,Male,B,Mandalay,Health and beauty,80.5,9,724.2,36.21,760.44,36,Cash,1/6/2019,January,Sunday,11:18:00 AM,Morning,9.2,Very Good
640-48-5028,Member,Female,B,Mandalay,Home and lifestyle,88.4,9,795.5,39.78,835.29,40,Cash,3/2/2019,March,Saturday,12:40:00 PM,Afternoon,6.3,Good
186-79-9562,Normal,Male,B,Mandalay,Health and beauty,71.8,7,502.4,25.12,527.51,25,Cash,3/29/2019,March,Friday,2:06:00 PM,Afternoon,8.9,Very Good
834-45-5519,Normal,Female,B,Mandalay,Electronic accessories,43,4,172,8.6,180.6,9,Ewallet,1/31/2019,January,Thursday,8:48:00 PM,Night,7.6,Good
162-65-8559,Member,Male,C,Naypyitaw,Food and beverages,69,1,69,3.45,72.43,3,Cash,1/21/2019,January,Monday,8:13:00 PM,Night,4.8,Average
760-27-5490,Normal,Male,C,Naypyitaw,Fashion accessories,15.6,8,125,6.25,131.21,6,Ewallet,1/20/2019,January,Sunday,8:37:00 PM,Night,9.1,Very Good
445-30-9252,Normal,Male,A,Yangon,Sports and travel,25.7,3,77.1,3.86,80.96,4,Ewallet,1/17/2019,January,Thursday,5:59:00 PM,Evening,6.1,Good
786-94-2700,Member,Male,A,Yangon,Food and beverages,80.6,6,483.7,24.19,507.91,24,Cash,2/28/2019,February,Thursday,8:18:00 PM,Night,9.1,Very Good
728-88-7867,Member,Female,C,Naypyitaw,Home and lifestyle,75.5,4,302.1,15.11,317.23,15,Ewallet,3/19/2019,March,Tuesday,3:52:00 PM,Afternoon,8.3,Very Good
183-21-3799,Normal,Female,C,Naypyitaw,Electronic accessories,77.6,9,698.7,34.93,733.6,35,Ewallet,2/19/2019,February,Tuesday,3:14:00 PM,Afternoon,7.2,Good
268-20-3585,Normal,Female,C,Naypyitaw,Health and beauty,13.8,9,124.6,6.23,130.88,6,Ewallet,2/4/2019,February,Monday,12:50:00 PM,Afternoon,6,Good
735-32-9839,Member,Male,C,Naypyitaw,Fashion accessories,98.7,8,789.6,39.48,829.08,39,Ewallet,1/31/2019,January,Thursday,10:36:00 AM,Morning,8.5,Very Good
258-92-7466,Normal,Female,A,Yangon,Health and beauty,35.7,5,178.4,8.92,187.32,9,Credit card,2/6/2019,February,Wednesday,6:33:00 PM,Evening,6.6,Good
857-16-3520,Member,Female,A,Yangon,Fashion accessories,71.5,7,500.2,25.01,525.23,25,Ewallet,3/28/2019,March,Thursday,4:06:00 PM,Evening,4.5,Average
482-17-1179,Member,Male,A,Yangon,Electronic accessories,11.9,3,35.8,1.79,37.61,2,Credit card,1/19/2019,January,Saturday,12:47:00 PM,Afternoon,8.1,Very Good
788-21-5741,Normal,Male,A,Yangon,Fashion accessories,45.4,3,136.1,6.81,142.95,7,Credit card,2/17/2019,February,Sunday,1:34:00 PM,Afternoon,7.2,Good
821-14-9046,Member,Female,B,Mandalay,Fashion accessories,17.5,6,104.9,5.24,110.12,5,Credit card,1/18/2019,January,Friday,3:04:00 PM,Afternoon,6.1,Good
418-05-0656,Normal,Female,B,Mandalay,Fashion accessories,25.6,7,178.9,8.95,187.87,9,Cash,2/2/2019,February,Saturday,8:42:00 PM,Night,7.1,Good
678-79-0726,Member,Female,C,Naypyitaw,Sports and travel,90.6,9,815.7,40.78,856.45,41,Cash,1/18/2019,January,Friday,3:28:00 PM,Afternoon,5.1,Average
776-68-1096,Normal,Male,B,Mandalay,Home and lifestyle,44.1,3,132.4,6.62,138.98,7,Credit card,3/18/2019,March,Monday,1:45:00 PM,Afternoon,7.9,Good
592-46-1692,Member,Female,C,Naypyitaw,Food and beverages,36.8,7,257.4,12.87,270.26,13,Cash,1/11/2019,January,Friday,8:10:00 PM,Night,7.4,Good
434-35-9162,Member,Male,B,Mandalay,Food and beverages,23.3,4,93.4,4.67,98.03,5,Ewallet,2/4/2019,February,Monday,6:53:00 PM,Evening,7.4,Good
149-14-0304,Member,Female,C,Naypyitaw,Health and beauty,28.5,8,228,11.4,239.4,11,Cash,2/6/2019,February,Wednesday,2:24:00 PM,Afternoon,6.6,Good
442-44-6497,Member,Male,C,Naypyitaw,Home and lifestyle,55.6,3,166.7,8.34,175.05,8,Credit card,1/8/2019,January,Tuesday,11:42:00 AM,Morning,5.9,Average
174-64-0215,Normal,Male,B,Mandalay,Sports and travel,69.7,10,697.4,34.87,732.27,35,Credit card,3/5/2019,March,Tuesday,5:49:00 PM,Evening,8.9,Very Good
210-74-9613,Normal,Male,C,Naypyitaw,Fashion accessories,97.3,4,389,19.45,408.49,19,Ewallet,3/16/2019,March,Saturday,3:33:00 PM,Afternoon,6.8,Good
299-29-0180,Member,Female,B,Mandalay,Home and lifestyle,52.2,7,365.3,18.26,383.52,18,Cash,3/9/2019,March,Saturday,10:54:00 AM,Morning,9.3,Very Good
247-11-2470,Member,Female,A,Yangon,Fashion accessories,22.3,4,89.3,4.46,93.74,4,Credit card,3/1/2019,March,Friday,4:23:00 PM,Evening,4.4,Average
635-28-5728,Normal,Male,A,Yangon,Health and beauty,56,3,168,8.4,176.4,8,Ewallet,2/28/2019,February,Thursday,7:33:00 PM,Evening,4.8,Average
756-49-0168,Member,Male,A,Yangon,Fashion accessories,19.7,1,19.7,0.98,20.68,1,Ewallet,2/8/2019,February,Friday,11:39:00 AM,Morning,9.5,Very Good
438-23-1242,Normal,Male,B,Mandalay,Electronic accessories,75.9,7,531.2,26.56,557.72,27,Ewallet,1/24/2019,January,Thursday,10:38:00 AM,Morning,8.9,Very Good
238-45-6950,Member,Male,B,Mandalay,Food and beverages,53.7,1,53.7,2.69,56.41,3,Ewallet,3/1/2019,March,Friday,8:03:00 PM,Night,6.4,Good
607-65-2441,Member,Male,C,Naypyitaw,Health and beauty,82,10,819.5,40.98,860.48,41,Credit card,3/10/2019,March,Sunday,12:39:00 PM,Afternoon,6,Good
386-27-7606,Member,Female,C,Naypyitaw,Home and lifestyle,81.2,7,568.4,28.42,596.82,28,Credit card,3/23/2019,March,Saturday,3:59:00 PM,Afternoon,8.1,Very Good
137-63-5492,Normal,Male,C,Naypyitaw,Electronic accessories,58.8,10,587.6,29.38,616.98,29,Ewallet,1/29/2019,January,Tuesday,2:26:00 PM,Afternoon,9,Very Good
197-77-7132,Member,Male,B,Mandalay,Electronic accessories,91.6,8,732.5,36.62,769.1,37,Ewallet,1/12/2019,January,Saturday,6:22:00 PM,Evening,6,Good
805-86-0265,Normal,Male,A,Yangon,Home and lifestyle,94,9,845.6,42.28,887.92,42,Cash,3/20/2019,March,Wednesday,11:32:00 AM,Morning,9.8,Very Good
733-29-1227,Normal,Male,C,Naypyitaw,Home and lifestyle,55.6,7,389.3,19.46,408.73,19,Cash,3/23/2019,March,Saturday,12:41:00 PM,Afternoon,8.5,Very Good
451-73-2711,Normal,Male,C,Naypyitaw,Food and beverages,84.8,1,84.8,4.24,89.07,4,Ewallet,1/14/2019,January,Monday,3:20:00 PM,Afternoon,8.8,Very Good
373-14-0504,Member,Female,A,Yangon,Sports and travel,71.6,2,143.3,7.16,150.42,7,Ewallet,2/12/2019,February,Tuesday,2:33:00 PM,Afternoon,8.8,Very Good
546-80-2899,Member,Male,A,Yangon,Home and lifestyle,37.7,2,75.4,3.77,79.15,4,Ewallet,2/20/2019,February,Wednesday,3:29:00 PM,Afternoon,9.5,Very Good
345-68-9016,Member,Female,C,Naypyitaw,Sports and travel,31.7,8,253.4,12.67,266.03,13,Credit card,1/2/2019,January,Wednesday,4:19:00 PM,Evening,5.6,Average
390-17-5806,Member,Female,C,Naypyitaw,Food and beverages,38.4,1,38.4,1.92,40.34,2,Cash,2/2/2019,February,Saturday,4:33:00 PM,Evening,8.6,Very Good
457-13-1708,Member,Male,B,Mandalay,Fashion accessories,65.2,10,652.3,32.62,684.92,33,Credit card,1/8/2019,January,Tuesday,7:07:00 PM,Evening,5.2,Average
664-14-2882,Member,Female,C,Naypyitaw,Home and lifestyle,10.5,5,52.6,2.63,55.28,3,Credit card,1/30/2019,January,Wednesday,2:43:00 PM,Afternoon,5.8,Average
487-79-6868,Member,Female,B,Mandalay,Home and lifestyle,12.3,9,110.6,5.53,116.14,6,Credit card,3/26/2019,March,Tuesday,7:28:00 PM,Evening,8,Very Good
314-23-4520,Member,Male,C,Naypyitaw,Health and beauty,81.2,7,568.6,28.43,597.04,28,Cash,1/15/2019,January,Tuesday,8:44:00 PM,Night,9,Very Good
210-30-7976,Member,Female,B,Mandalay,Fashion accessories,22.3,4,89.3,4.46,93.74,4,Ewallet,3/14/2019,March,Thursday,11:16:00 AM,Morning,4.1,Average
585-86-8361,Normal,Female,A,Yangon,Food and beverages,27.3,5,136.4,6.82,143.22,7,Credit card,2/3/2019,February,Sunday,10:31:00 AM,Morning,8.6,Very Good
807-14-7833,Member,Female,A,Yangon,Electronic accessories,17.4,10,174.2,8.71,182.91,9,Ewallet,2/22/2019,February,Friday,12:30:00 PM,Afternoon,7,Good
775-72-1988,Normal,Male,B,Mandalay,Home and lifestyle,73.3,5,366.4,18.32,384.72,18,Ewallet,1/24/2019,January,Thursday,3:05:00 PM,Afternoon,8.4,Very Good
288-38-3758,Member,Female,C,Naypyitaw,Fashion accessories,84.9,3,254.6,12.73,267.34,13,Ewallet,1/25/2019,January,Friday,6:30:00 PM,Evening,7.4,Good
652-43-6591,Normal,Female,A,Yangon,Fashion accessories,97.3,8,778.3,38.92,817.24,39,Credit card,3/9/2019,March,Saturday,1:18:00 PM,Afternoon,6.2,Good
785-96-0615,Member,Female,B,Mandalay,Electronic accessories,35.7,8,285.9,14.3,300.22,14,Ewallet,2/17/2019,February,Sunday,3:28:00 PM,Afternoon,4.9,Average
406-46-7107,Normal,Female,A,Yangon,Home and lifestyle,96.5,6,579.1,28.96,608.08,29,Cash,1/11/2019,January,Friday,11:52:00 AM,Morning,4.5,Average
250-17-5703,Member,Male,A,Yangon,Food and beverages,18.8,10,188.5,9.43,197.92,9,Ewallet,2/27/2019,February,Wednesday,6:24:00 PM,Evening,5.6,Average
156-95-3964,Normal,Female,A,Yangon,Food and beverages,55.4,4,221.6,11.08,232.64,11,Ewallet,3/25/2019,March,Monday,3:19:00 PM,Afternoon,8,Very Good
842-40-8179,Member,Female,B,Mandalay,Food and beverages,77.2,10,772,38.6,810.6,39,Credit card,2/11/2019,February,Monday,10:38:00 AM,Morning,5.6,Average
525-09-8450,Normal,Male,B,Mandalay,Electronic accessories,72.1,10,721.3,36.06,757.36,36,Credit card,1/31/2019,January,Thursday,3:12:00 PM,Afternoon,4.2,Average
410-67-1709,Member,Female,A,Yangon,Fashion accessories,63.9,8,511,25.55,536.59,26,Ewallet,1/20/2019,January,Sunday,5:48:00 PM,Evening,9.9,Very Good
587-73-4862,Member,Female,A,Yangon,Health and beauty,10.7,5,53.4,2.67,56.12,3,Ewallet,3/26/2019,March,Tuesday,11:07:00 AM,Morning,7.6,Good
787-87-2010,Member,Male,A,Yangon,Health and beauty,55.5,4,222,11.1,233.1,11,Credit card,1/20/2019,January,Sunday,3:48:00 PM,Afternoon,6.6,Good
593-14-4239,Normal,Female,B,Mandalay,Home and lifestyle,95.5,8,763.7,38.18,801.86,38,Ewallet,3/5/2019,March,Tuesday,7:40:00 PM,Evening,4.7,Average
801-88-0346,Normal,Female,C,Naypyitaw,Fashion accessories,76.1,3,228.2,11.41,239.59,11,Credit card,1/5/2019,January,Saturday,8:30:00 PM,Night,9.8,Very Good
388-76-2555,Normal,Male,B,Mandalay,Sports and travel,13.7,6,82.1,4.11,86.25,4,Cash,2/13/2019,February,Wednesday,1:59:00 PM,Afternoon,6.3,Good
711-31-1234,Normal,Female,B,Mandalay,Electronic accessories,95.6,4,382.6,19.13,401.69,19,Cash,3/16/2019,March,Saturday,6:51:00 PM,Evening,7.9,Good
886-54-6089,Normal,Female,A,Yangon,Home and lifestyle,11.4,6,68.6,3.43,72.01,3,Cash,1/15/2019,January,Tuesday,5:24:00 PM,Evening,7.7,Good
707-32-7409,Member,Female,B,Mandalay,Sports and travel,95.5,4,382.2,19.11,401.27,19,Ewallet,2/26/2019,February,Tuesday,11:58:00 AM,Morning,4.5,Average
759-98-4285,Member,Female,C,Naypyitaw,Health and beauty,85.9,7,601.1,30.05,631.14,30,Credit card,2/27/2019,February,Wednesday,7:01:00 PM,Evening,8,Very Good
201-63-8275,Member,Female,C,Naypyitaw,Sports and travel,68,7,475.9,23.8,499.73,24,Ewallet,2/17/2019,February,Sunday,4:50:00 PM,Evening,5.7,Average
471-06-8611,Normal,Female,C,Naypyitaw,Food and beverages,52.4,1,52.4,2.62,55.04,3,Credit card,2/6/2019,February,Wednesday,10:22:00 AM,Morning,6.3,Good
